"tag","category","context"
"code","inline","<code>This is inside the <code> tag.</code>"
"table","table","<table>This is inside the <table> tag.</table>"
"li","list","<li>This is inside the <li> tag.</li>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"form","form","<form method=""post"">This is inside the <form> tag.</form>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"code","inline","<code>This is inside the <code> tag.</code>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"source","media","<source>This is inside the <source> tag.</source>"
"label","form","<label>This is inside the <label> tag.</label>"
"li","list","<li>This is inside the <li> tag.</li>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"code","inline","<code>This is inside the <code> tag.</code>"
"select","form","<select>This is inside the <select> tag.</select>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"img","inline","<img src=""image.jpg"">"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"em","inline","<em>This is inside the <em> tag.</em>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"button","form","<button>This is inside the <button> tag.</button>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"input","form","<input placeholder=""Enter text"">"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"track","media","<track>This is inside the <track> tag.</track>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"col","table","<col>This is inside the <col> tag.</col>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"col","table","<col>This is inside the <col> tag.</col>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"img","inline","<img alt=""image description"" src=""image.jpg"">"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"slot","scripting","<slot>This is inside the <slot> tag.</slot>"
"col","table","<col>This is inside the <col> tag.</col>"
"button","form","<button>This is inside the <button> tag.</button>"
"button","form","<button type=""submit"" disabled>This is inside the <button> tag.</button>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"label","form","<label>This is inside the <label> tag.</label>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"input","form","<input type=""text"" required>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"option","form","<option>This is inside the <option> tag.</option>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"em","inline","<em>This is inside the <em> tag.</em>"
"th","table","<th>This is inside the <th> tag.</th>"
"form","form","<form action=""/submit"" enctype=""multipart/form-data"">This is inside the <form> tag.</form>"
"option","form","<option>This is inside the <option> tag.</option>"
"br","inline","<br>"
"base","metadata","<base>This is inside the <base> tag.</base>"
"track","media","<track>This is inside the <track> tag.</track>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"source","media","<source>This is inside the <source> tag.</source>"
"label","form","<label>This is inside the <label> tag.</label>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"a","inline","<a target=""_blank"" rel=""noopener"">This is inside the <a> tag.</a>"
"slot","scripting","<slot>This is inside the <slot> tag.</slot>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"base","metadata","<base>This is inside the <base> tag.</base>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"a","inline","<a target=""_blank"">This is inside the <a> tag.</a>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"track","media","<track>This is inside the <track> tag.</track>"
"object","media","<object>This is inside the <object> tag.</object>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"track","media","<track>This is inside the <track> tag.</track>"
"code","inline","<code>This is inside the <code> tag.</code>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"track","media","<track>This is inside the <track> tag.</track>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"video","media","<video>This is inside the <video> tag.</video>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"col","table","<col>This is inside the <col> tag.</col>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"code","inline","<code>This is inside the <code> tag.</code>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"em","inline","<em>This is inside the <em> tag.</em>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"li","list","<li>This is inside the <li> tag.</li>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"form","form","<form method=""post"">This is inside the <form> tag.</form>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"th","table","<th>This is inside the <th> tag.</th>"
"script","scripting","<script>This is inside the <script> tag.</script>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"li","list","<li>This is inside the <li> tag.</li>"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"table","table","<table>This is inside the <table> tag.</table>"
"link","metadata","<link>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"base","metadata","<base>This is inside the <base> tag.</base>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"track","media","<track>This is inside the <track> tag.</track>"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"source","media","<source>This is inside the <source> tag.</source>"
"col","table","<col>This is inside the <col> tag.</col>"
"code","inline","<code>This is inside the <code> tag.</code>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"td","table","<td>This is inside the <td> tag.</td>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"script","scripting","<script src=""app.js"">This is inside the <script> tag.</script>"
"meta","metadata","<meta charset=""UTF-8"">"
"img","inline","<img>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"slot","scripting","<slot>This is inside the <slot> tag.</slot>"
"br","inline","<br>"
"video","media","<video>This is inside the <video> tag.</video>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"button","form","<button>This is inside the <button> tag.</button>"
"input","form","<input placeholder=""Enter text"">"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"object","media","<object>This is inside the <object> tag.</object>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"video","media","<video>This is inside the <video> tag.</video>"
"track","media","<track>This is inside the <track> tag.</track>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"td","table","<td>This is inside the <td> tag.</td>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"code","inline","<code>This is inside the <code> tag.</code>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"form","form","<form action=""/submit"" method=""post"">This is inside the <form> tag.</form>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"video","media","<video>This is inside the <video> tag.</video>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"td","table","<td>This is inside the <td> tag.</td>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"label","form","<label>This is inside the <label> tag.</label>"
"object","media","<object>This is inside the <object> tag.</object>"
"slot","scripting","<slot>This is inside the <slot> tag.</slot>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"li","list","<li>This is inside the <li> tag.</li>"
"form","form","<form action=""/submit"" method=""post"">This is inside the <form> tag.</form>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"link","metadata","<link>"
"option","form","<option>This is inside the <option> tag.</option>"
"form","form","<form>This is inside the <form> tag.</form>"
"object","media","<object>This is inside the <object> tag.</object>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"aside","sectioning","<aside>This is inside the <aside> tag.</aside>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"th","table","<th>This is inside the <th> tag.</th>"
"link","metadata","<link>"
"a","inline","<a target=""_blank"">This is inside the <a> tag.</a>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"ul","list","<ul>This is inside the <ul> tag.</ul>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"select","form","<select>This is inside the <select> tag.</select>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"th","table","<th>This is inside the <th> tag.</th>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"td","table","<td>This is inside the <td> tag.</td>"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"source","media","<source>This is inside the <source> tag.</source>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"code","inline","<code>This is inside the <code> tag.</code>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"input","form","<input required type=""text"">"
"code","inline","<code>This is inside the <code> tag.</code>"
"option","form","<option>This is inside the <option> tag.</option>"
"label","form","<label>This is inside the <label> tag.</label>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"link","metadata","<link rel=""stylesheet"">"
"col","table","<col>This is inside the <col> tag.</col>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"li","list","<li>This is inside the <li> tag.</li>"
"link","metadata","<link>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"label","form","<label>This is inside the <label> tag.</label>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"td","table","<td>This is inside the <td> tag.</td>"
"br","inline","<br>"
"code","inline","<code>This is inside the <code> tag.</code>"
"input","form","<input placeholder=""Enter text"">"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"track","media","<track>This is inside the <track> tag.</track>"
"em","inline","<em>This is inside the <em> tag.</em>"
"table","table","<table>This is inside the <table> tag.</table>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"form","form","<form action=""/submit"">This is inside the <form> tag.</form>"
"link","metadata","<link href=""styles.css"" rel=""stylesheet"">"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"aside","sectioning","<aside>This is inside the <aside> tag.</aside>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"base","metadata","<base>This is inside the <base> tag.</base>"
"base","metadata","<base>This is inside the <base> tag.</base>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"em","inline","<em>This is inside the <em> tag.</em>"
"abbr","inline","<abbr>This is inside the <abbr> tag.</abbr>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"video","media","<video>This is inside the <video> tag.</video>"
"base","metadata","<base>This is inside the <base> tag.</base>"
"form","form","<form method=""post"" enctype=""multipart/form-data"">This is inside the <form> tag.</form>"
"em","inline","<em>This is inside the <em> tag.</em>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"td","table","<td>This is inside the <td> tag.</td>"
"abbr","inline","<abbr>This is inside the <abbr> tag.</abbr>"
"td","table","<td>This is inside the <td> tag.</td>"
"a","inline","<a target=""_blank"" rel=""noopener"">This is inside the <a> tag.</a>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"script","scripting","<script>This is inside the <script> tag.</script>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"form","form","<form method=""post"" enctype=""multipart/form-data"">This is inside the <form> tag.</form>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"base","metadata","<base>This is inside the <base> tag.</base>"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"script","scripting","<script>This is inside the <script> tag.</script>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"img","inline","<img>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"col","table","<col>This is inside the <col> tag.</col>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"object","media","<object>This is inside the <object> tag.</object>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"link","metadata","<link>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"br","inline","<br>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"input","form","<input>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"slot","scripting","<slot>This is inside the <slot> tag.</slot>"
"a","inline","<a href=""https://example.com"" target=""_blank"">This is inside the <a> tag.</a>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"aside","sectioning","<aside>This is inside the <aside> tag.</aside>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"table","table","<table>This is inside the <table> tag.</table>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"table","table","<table>This is inside the <table> tag.</table>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"a","inline","<a href=""https://example.com"" target=""_blank"">This is inside the <a> tag.</a>"
"br","inline","<br>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"table","table","<table>This is inside the <table> tag.</table>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"select","form","<select>This is inside the <select> tag.</select>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"meta","metadata","<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" charset=""UTF-8"">"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"code","inline","<code>This is inside the <code> tag.</code>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"col","table","<col>This is inside the <col> tag.</col>"
"meta","metadata","<meta charset=""UTF-8"">"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"track","media","<track>This is inside the <track> tag.</track>"
"table","table","<table>This is inside the <table> tag.</table>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"code","inline","<code>This is inside the <code> tag.</code>"
"object","media","<object>This is inside the <object> tag.</object>"
"label","form","<label>This is inside the <label> tag.</label>"
"td","table","<td>This is inside the <td> tag.</td>"
"source","media","<source>This is inside the <source> tag.</source>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"td","table","<td>This is inside the <td> tag.</td>"
"aside","sectioning","<aside>This is inside the <aside> tag.</aside>"
"script","scripting","<script src=""app.js"" type=""text/javascript"">This is inside the <script> tag.</script>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"td","table","<td>This is inside the <td> tag.</td>"
"td","table","<td>This is inside the <td> tag.</td>"
"ul","list","<ul>This is inside the <ul> tag.</ul>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"abbr","inline","<abbr>This is inside the <abbr> tag.</abbr>"
"source","media","<source>This is inside the <source> tag.</source>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"button","form","<button>This is inside the <button> tag.</button>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"ul","list","<ul>This is inside the <ul> tag.</ul>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"label","form","<label>This is inside the <label> tag.</label>"
"em","inline","<em>This is inside the <em> tag.</em>"
"col","table","<col>This is inside the <col> tag.</col>"
"ul","list","<ul>This is inside the <ul> tag.</ul>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"button","form","<button disabled type=""submit"">This is inside the <button> tag.</button>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"td","table","<td>This is inside the <td> tag.</td>"
"ul","list","<ul>This is inside the <ul> tag.</ul>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"slot","scripting","<slot>This is inside the <slot> tag.</slot>"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"label","form","<label>This is inside the <label> tag.</label>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"input","form","<input placeholder=""Enter text"" required>"
"aside","sectioning","<aside>This is inside the <aside> tag.</aside>"
"th","table","<th>This is inside the <th> tag.</th>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"td","table","<td>This is inside the <td> tag.</td>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"slot","scripting","<slot>This is inside the <slot> tag.</slot>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"track","media","<track>This is inside the <track> tag.</track>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"input","form","<input type=""text"" required>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"track","media","<track>This is inside the <track> tag.</track>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"a","inline","<a>This is inside the <a> tag.</a>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"td","table","<td>This is inside the <td> tag.</td>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"label","form","<label>This is inside the <label> tag.</label>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"track","media","<track>This is inside the <track> tag.</track>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"td","table","<td>This is inside the <td> tag.</td>"
"br","inline","<br>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"ul","list","<ul>This is inside the <ul> tag.</ul>"
"col","table","<col>This is inside the <col> tag.</col>"
"table","table","<table>This is inside the <table> tag.</table>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
